CustomerID,TransactionID,TransactionDate,AmountSpent,ProductCategory,InteractionID,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
122,2028,2022-07-23,341.2,Groceries,2723.0,2022-04-01,Feedback,Resolved,2023-06-14,17,Mobile App,1
122,4942,2022-06-20,278.53,Groceries,2723.0,2022-04-01,Feedback,Resolved,2023-06-14,17,Mobile App,1
122,5971,2022-05-05,6.3,Electronics,2723.0,2022-04-01,Feedback,Resolved,2023-06-14,17,Mobile App,1
122,3733,2022-09-16,439.75,Clothing,2723.0,2022-04-01,Feedback,Resolved,2023-06-14,17,Mobile App,1
123,1539,2022-12-16,442.76,Electronics,7104.0,2022-08-17,Inquiry,Resolved,2023-03-15,23,Mobile App,1
123,1539,2022-12-16,442.76,Electronics,4351.0,2022-11-11,Inquiry,Resolved,2023-03-15,23,Mobile App,1
123,3328,2022-06-20,375.92,Groceries,7104.0,2022-08-17,Inquiry,Resolved,2023-03-15,23,Mobile App,1
123,3328,2022-06-20,375.92,Groceries,4351.0,2022-11-11,Inquiry,Resolved,2023-03-15,23,Mobile App,1
123,2028,2022-09-04,119.9,Groceries,7104.0,2022-08-17,Inquiry,Resolved,2023-03-15,23,Mobile App,1
123,2028,2022-09-04,119.9,Groceries,4351.0,2022-11-11,Inquiry,Resolved,2023-03-15,23,Mobile App,1
124,9285,2022-06-16,116.2,Furniture,5299.0,2022-12-25,Feedback,Resolved,2023-02-19,33,Website,0
124,9285,2022-06-16,116.2,Furniture,6920.0,2022-12-04,Inquiry,Resolved,2023-02-19,33,Website,0
124,9725,2022-03-12,401.66,Books,5299.0,2022-12-25,Feedback,Resolved,2023-02-19,33,Website,0
124,9725,2022-03-12,401.66,Books,6920.0,2022-12-04,Inquiry,Resolved,2023-02-19,33,Website,0
124,4455,2022-11-27,410.34,Electronics,5299.0,2022-12-25,Feedback,Resolved,2023-02-19,33,Website,0
124,4455,2022-11-27,410.34,Electronics,6920.0,2022-12-04,Inquiry,Resolved,2023-02-19,33,Website,0
124,4509,2022-08-15,318.29,Books,5299.0,2022-12-25,Feedback,Resolved,2023-02-19,33,Website,0
124,4509,2022-08-15,318.29,Books,6920.0,2022-12-04,Inquiry,Resolved,2023-02-19,33,Website,0
124,5871,2022-05-11,226.06,Clothing,5299.0,2022-12-25,Feedback,Resolved,2023-02-19,33,Website,0
124,5871,2022-05-11,226.06,Clothing,6920.0,2022-12-04,Inquiry,Resolved,2023-02-19,33,Website,0
124,9363,2022-10-13,317.32,Clothing,5299.0,2022-12-25,Feedback,Resolved,2023-02-19,33,Website,0
124,9363,2022-10-13,317.32,Clothing,6920.0,2022-12-04,Inquiry,Resolved,2023-02-19,33,Website,0
124,3931,2022-07-22,494.01,Electronics,5299.0,2022-12-25,Feedback,Resolved,2023-02-19,33,Website,0
124,3931,2022-07-22,494.01,Electronics,6920.0,2022-12-04,Inquiry,Resolved,2023-02-19,33,Website,0
125,2742,2022-08-30,374.94,Electronics,,,,,2023-06-21,28,Online Banking,0
125,8788,2022-05-25,369.95,Groceries,,,,,2023-06-21,28,Online Banking,0
126,6779,2022-09-16,27.36,Furniture,,,,,2023-05-14,15,Website,0
126,9243,2022-02-17,456.04,Clothing,,,,,2023-05-14,15,Website,0
126,1694,2022-09-23,447.39,Clothing,,,,,2023-05-14,15,Website,0
126,2325,2022-09-21,215.41,Clothing,,,,,2023-05-14,15,Website,0
126,7034,2022-07-19,10.61,Clothing,,,,,2023-05-14,15,Website,0
126,7108,2022-07-31,391.77,Groceries,,,,,2023-05-14,15,Website,0
126,9973,2022-08-13,208.23,Books,,,,,2023-05-14,15,Website,0
126,4788,2022-06-20,403.3,Groceries,,,,,2023-05-14,15,Website,0
126,6692,2022-11-12,162.91,Groceries,,,,,2023-05-14,15,Website,0
127,5947,2022-10-18,318.24,Furniture,2493.0,2022-04-28,Feedback,Resolved,2023-01-18,11,Website,0
127,4729,2022-07-12,290.28,Groceries,2493.0,2022-04-28,Feedback,Resolved,2023-01-18,11,Website,0
127,5074,2022-02-26,86.67,Groceries,2493.0,2022-04-28,Feedback,Resolved,2023-01-18,11,Website,0
127,5474,2022-08-15,478.44,Furniture,2493.0,2022-04-28,Feedback,Resolved,2023-01-18,11,Website,0
127,8360,2022-11-02,488.18,Clothing,2493.0,2022-04-28,Feedback,Resolved,2023-01-18,11,Website,0
127,7652,2022-06-05,166.5,Groceries,2493.0,2022-04-28,Feedback,Resolved,2023-01-18,11,Website,0
127,5888,2022-12-31,89.47,Furniture,2493.0,2022-04-28,Feedback,Resolved,2023-01-18,11,Website,0
127,7830,2022-12-21,58.39,Electronics,2493.0,2022-04-28,Feedback,Resolved,2023-01-18,11,Website,0
128,4736,2022-05-06,482.75,Clothing,8780.0,2022-06-02,Complaint,Resolved,2023-07-07,23,Website,1
128,4736,2022-05-06,482.75,Clothing,9671.0,2022-08-17,Complaint,Unresolved,2023-07-07,23,Website,1
128,9487,2022-03-26,147.45,Books,8780.0,2022-06-02,Complaint,Resolved,2023-07-07,23,Website,1
128,9487,2022-03-26,147.45,Books,9671.0,2022-08-17,Complaint,Unresolved,2023-07-07,23,Website,1
129,2264,2022-03-21,127.65,Groceries,6991.0,2022-05-10,Inquiry,Resolved,2023-03-21,13,Website,0
129,3205,2022-11-29,115.9,Books,6991.0,2022-05-10,Inquiry,Resolved,2023-03-21,13,Website,0
130,2198,2022-04-05,391.42,Electronics,8482.0,2022-09-06,Feedback,Unresolved,2023-02-25,47,Mobile App,0
130,3025,2022-11-07,160.81,Electronics,8482.0,2022-09-06,Feedback,Unresolved,2023-02-25,47,Mobile App,0
131,5397,2022-03-29,182.65,Books,4112.0,2022-12-03,Inquiry,Resolved,2023-09-24,11,Website,0
131,2174,2022-08-21,389.5,Electronics,4112.0,2022-12-03,Inquiry,Resolved,2023-09-24,11,Website,0
131,7794,2022-10-05,450.67,Furniture,4112.0,2022-12-03,Inquiry,Resolved,2023-09-24,11,Website,0
131,9015,2022-05-18,344.06,Books,4112.0,2022-12-03,Inquiry,Resolved,2023-09-24,11,Website,0
131,4027,2022-09-28,425.15,Groceries,4112.0,2022-12-03,Inquiry,Resolved,2023-09-24,11,Website,0
131,6029,2022-05-05,401.03,Electronics,4112.0,2022-12-03,Inquiry,Resolved,2023-09-24,11,Website,0
131,7714,2022-09-19,297.13,Clothing,4112.0,2022-12-03,Inquiry,Resolved,2023-09-24,11,Website,0
131,2185,2022-04-17,236.51,Electronics,4112.0,2022-12-03,Inquiry,Resolved,2023-09-24,11,Website,0
132,5524,2022-05-30,405.19,Books,,,,,2023-06-15,36,Website,0
132,2515,2022-08-07,224.86,Clothing,,,,,2023-06-15,36,Website,0
132,9483,2022-01-13,48.9,Electronics,,,,,2023-06-15,36,Website,0
132,2234,2022-08-06,11.23,Groceries,,,,,2023-06-15,36,Website,0
132,1351,2022-10-19,376.94,Groceries,,,,,2023-06-15,36,Website,0
132,1607,2022-05-20,230.72,Electronics,,,,,2023-06-15,36,Website,0
132,5579,2022-04-01,309.14,Groceries,,,,,2023-06-15,36,Website,0
132,6035,2022-09-28,248.79,Electronics,,,,,2023-06-15,36,Website,0
132,7318,2022-09-18,24.17,Furniture,,,,,2023-06-15,36,Website,0
133,9575,2022-04-22,109.98,Groceries,2039.0,2022-08-12,Inquiry,Resolved,2023-04-13,38,Mobile App,0
133,8792,2022-01-04,333.98,Electronics,2039.0,2022-08-12,Inquiry,Resolved,2023-04-13,38,Mobile App,0
133,8033,2022-06-15,376.77,Groceries,2039.0,2022-08-12,Inquiry,Resolved,2023-04-13,38,Mobile App,0
133,9259,2022-08-29,75.54,Electronics,2039.0,2022-08-12,Inquiry,Resolved,2023-04-13,38,Mobile App,0
134,3449,2022-12-29,93.12,Groceries,8616.0,2022-04-26,Inquiry,Unresolved,2023-01-05,27,Mobile App,0
134,4060,2022-04-14,159.17,Groceries,8616.0,2022-04-26,Inquiry,Unresolved,2023-01-05,27,Mobile App,0
134,7650,2022-02-11,369.06,Furniture,8616.0,2022-04-26,Inquiry,Unresolved,2023-01-05,27,Mobile App,0
134,3020,2022-03-21,478.02,Electronics,8616.0,2022-04-26,Inquiry,Unresolved,2023-01-05,27,Mobile App,0
134,9694,2022-06-11,213.92,Clothing,8616.0,2022-04-26,Inquiry,Unresolved,2023-01-05,27,Mobile App,0
134,4493,2022-06-19,256.79,Clothing,8616.0,2022-04-26,Inquiry,Unresolved,2023-01-05,27,Mobile App,0
135,1527,2022-02-24,69.09,Electronics,,,,,2023-06-19,18,Mobile App,0
135,5781,2022-05-24,372.66,Books,,,,,2023-06-19,18,Mobile App,0
136,7708,2022-12-30,228.16,Books,,,,,2023-11-07,40,Mobile App,0
136,3945,2022-08-16,191.7,Furniture,,,,,2023-11-07,40,Mobile App,0
137,2277,2022-06-19,431.47,Electronics,,,,,2023-06-19,38,Online Banking,1
138,6080,2022-01-20,402.2,Furniture,8812.0,2022-02-28,Inquiry,Unresolved,2023-03-20,34,Online Banking,0
138,2953,2022-08-07,234.41,Electronics,8812.0,2022-02-28,Inquiry,Unresolved,2023-03-20,34,Online Banking,0
138,4173,2022-01-16,397.8,Books,8812.0,2022-02-28,Inquiry,Unresolved,2023-03-20,34,Online Banking,0
138,9315,2022-08-19,352.46,Clothing,8812.0,2022-02-28,Inquiry,Unresolved,2023-03-20,34,Online Banking,0
138,3755,2022-02-28,120.37,Clothing,8812.0,2022-02-28,Inquiry,Unresolved,2023-03-20,34,Online Banking,0
138,6308,2022-08-25,498.24,Clothing,8812.0,2022-02-28,Inquiry,Unresolved,2023-03-20,34,Online Banking,0
138,7083,2022-05-18,461.47,Electronics,8812.0,2022-02-28,Inquiry,Unresolved,2023-03-20,34,Online Banking,0
138,2487,2022-10-10,337.7,Books,8812.0,2022-02-28,Inquiry,Unresolved,2023-03-20,34,Online Banking,0
139,5098,2022-07-21,280.48,Electronics,3558.0,2022-03-19,Feedback,Resolved,2023-06-03,22,Website,0
139,5098,2022-07-21,280.48,Electronics,9257.0,2022-07-18,Inquiry,Unresolved,2023-06-03,22,Website,0
139,7604,2022-03-27,198.5,Electronics,3558.0,2022-03-19,Feedback,Resolved,2023-06-03,22,Website,0
139,7604,2022-03-27,198.5,Electronics,9257.0,2022-07-18,Inquiry,Unresolved,2023-06-03,22,Website,0
139,3784,2022-02-27,461.27,Electronics,3558.0,2022-03-19,Feedback,Resolved,2023-06-03,22,Website,0
139,3784,2022-02-27,461.27,Electronics,9257.0,2022-07-18,Inquiry,Unresolved,2023-06-03,22,Website,0
139,6363,2022-07-22,356.74,Clothing,3558.0,2022-03-19,Feedback,Resolved,2023-06-03,22,Website,0
139,6363,2022-07-22,356.74,Clothing,9257.0,2022-07-18,Inquiry,Unresolved,2023-06-03,22,Website,0
139,6516,2022-03-02,207.97,Electronics,3558.0,2022-03-19,Feedback,Resolved,2023-06-03,22,Website,0
139,6516,2022-03-02,207.97,Electronics,9257.0,2022-07-18,Inquiry,Unresolved,2023-06-03,22,Website,0
139,2080,2022-02-20,493.64,Electronics,3558.0,2022-03-19,Feedback,Resolved,2023-06-03,22,Website,0
139,2080,2022-02-20,493.64,Electronics,9257.0,2022-07-18,Inquiry,Unresolved,2023-06-03,22,Website,0
139,2828,2022-04-26,46.89,Clothing,3558.0,2022-03-19,Feedback,Resolved,2023-06-03,22,Website,0
139,2828,2022-04-26,46.89,Clothing,9257.0,2022-07-18,Inquiry,Unresolved,2023-06-03,22,Website,0
140,5613,2022-08-11,445.89,Groceries,3028.0,2022-04-27,Feedback,Resolved,2023-10-21,18,Mobile App,0
140,3149,2022-09-12,88.04,Clothing,3028.0,2022-04-27,Feedback,Resolved,2023-10-21,18,Mobile App,0
140,4218,2022-09-12,490.3,Clothing,3028.0,2022-04-27,Feedback,Resolved,2023-10-21,18,Mobile App,0
141,9358,2022-06-05,142.43,Furniture,9304.0,2022-05-23,Complaint,Resolved,2023-06-28,41,Online Banking,0
141,9358,2022-06-05,142.43,Furniture,8929.0,2022-01-29,Complaint,Resolved,2023-06-28,41,Online Banking,0
141,6867,2022-04-29,472.91,Clothing,9304.0,2022-05-23,Complaint,Resolved,2023-06-28,41,Online Banking,0
141,6867,2022-04-29,472.91,Clothing,8929.0,2022-01-29,Complaint,Resolved,2023-06-28,41,Online Banking,0
141,9922,2022-06-26,151.5,Groceries,9304.0,2022-05-23,Complaint,Resolved,2023-06-28,41,Online Banking,0
141,9922,2022-06-26,151.5,Groceries,8929.0,2022-01-29,Complaint,Resolved,2023-06-28,41,Online Banking,0
141,1698,2022-12-04,426.75,Clothing,9304.0,2022-05-23,Complaint,Resolved,2023-06-28,41,Online Banking,0
141,1698,2022-12-04,426.75,Clothing,8929.0,2022-01-29,Complaint,Resolved,2023-06-28,41,Online Banking,0
141,7789,2022-09-20,485.11,Groceries,9304.0,2022-05-23,Complaint,Resolved,2023-06-28,41,Online Banking,0
141,7789,2022-09-20,485.11,Groceries,8929.0,2022-01-29,Complaint,Resolved,2023-06-28,41,Online Banking,0
141,5817,2022-03-13,323.48,Electronics,9304.0,2022-05-23,Complaint,Resolved,2023-06-28,41,Online Banking,0
141,5817,2022-03-13,323.48,Electronics,8929.0,2022-01-29,Complaint,Resolved,2023-06-28,41,Online Banking,0
141,6950,2022-07-22,481.57,Electronics,9304.0,2022-05-23,Complaint,Resolved,2023-06-28,41,Online Banking,0
141,6950,2022-07-22,481.57,Electronics,8929.0,2022-01-29,Complaint,Resolved,2023-06-28,41,Online Banking,0
142,3929,2022-05-31,345.04,Books,3619.0,2022-03-04,Feedback,Unresolved,2023-04-27,18,Mobile App,0
142,4811,2022-06-16,306.78,Groceries,3619.0,2022-03-04,Feedback,Unresolved,2023-04-27,18,Mobile App,0
142,6417,2022-11-30,157.67,Clothing,3619.0,2022-03-04,Feedback,Unresolved,2023-04-27,18,Mobile App,0
142,5059,2022-09-09,186.63,Books,3619.0,2022-03-04,Feedback,Unresolved,2023-04-27,18,Mobile App,0
142,3559,2022-07-24,395.87,Clothing,3619.0,2022-03-04,Feedback,Unresolved,2023-04-27,18,Mobile App,0
143,8867,2022-02-24,144.28,Books,7823.0,2022-12-07,Inquiry,Resolved,2023-12-25,13,Website,0
143,7594,2022-03-08,198.99,Books,7823.0,2022-12-07,Inquiry,Resolved,2023-12-25,13,Website,0
144,7641,2022-10-27,419.85,Electronics,7937.0,2022-07-15,Inquiry,Resolved,2023-02-18,39,Online Banking,1
145,7659,2022-10-04,410.66,Books,3367.0,2022-10-02,Complaint,Unresolved,2023-10-11,16,Online Banking,0
145,7659,2022-10-04,410.66,Books,7804.0,2022-10-27,Feedback,Unresolved,2023-10-11,16,Online Banking,0
145,4987,2022-08-13,339.16,Furniture,3367.0,2022-10-02,Complaint,Unresolved,2023-10-11,16,Online Banking,0
145,4987,2022-08-13,339.16,Furniture,7804.0,2022-10-27,Feedback,Unresolved,2023-10-11,16,Online Banking,0
145,6748,2022-07-06,75.7,Books,3367.0,2022-10-02,Complaint,Unresolved,2023-10-11,16,Online Banking,0
145,6748,2022-07-06,75.7,Books,7804.0,2022-10-27,Feedback,Unresolved,2023-10-11,16,Online Banking,0
145,5978,2022-03-29,484.18,Books,3367.0,2022-10-02,Complaint,Unresolved,2023-10-11,16,Online Banking,0
145,5978,2022-03-29,484.18,Books,7804.0,2022-10-27,Feedback,Unresolved,2023-10-11,16,Online Banking,0
145,8481,2022-12-18,459.0,Books,3367.0,2022-10-02,Complaint,Unresolved,2023-10-11,16,Online Banking,0
145,8481,2022-12-18,459.0,Books,7804.0,2022-10-27,Feedback,Unresolved,2023-10-11,16,Online Banking,0
146,6936,2022-07-07,249.26,Furniture,,,,,2023-12-12,8,Mobile App,0
146,3616,2022-12-24,34.12,Clothing,,,,,2023-12-12,8,Mobile App,0
146,9260,2022-11-25,405.03,Clothing,,,,,2023-12-12,8,Mobile App,0
146,6299,2022-06-23,267.25,Electronics,,,,,2023-12-12,8,Mobile App,0
146,1506,2022-09-18,418.07,Groceries,,,,,2023-12-12,8,Mobile App,0
147,1075,2022-09-19,128.42,Furniture,7815.0,2022-06-21,Complaint,Unresolved,2023-09-02,34,Mobile App,0
147,1075,2022-09-19,128.42,Furniture,4454.0,2022-11-19,Feedback,Resolved,2023-09-02,34,Mobile App,0
147,4742,2022-01-25,186.82,Clothing,7815.0,2022-06-21,Complaint,Unresolved,2023-09-02,34,Mobile App,0
147,4742,2022-01-25,186.82,Clothing,4454.0,2022-11-19,Feedback,Resolved,2023-09-02,34,Mobile App,0
147,1709,2022-07-03,387.19,Clothing,7815.0,2022-06-21,Complaint,Unresolved,2023-09-02,34,Mobile App,0
147,1709,2022-07-03,387.19,Clothing,4454.0,2022-11-19,Feedback,Resolved,2023-09-02,34,Mobile App,0
147,4853,2022-10-04,489.82,Clothing,7815.0,2022-06-21,Complaint,Unresolved,2023-09-02,34,Mobile App,0
147,4853,2022-10-04,489.82,Clothing,4454.0,2022-11-19,Feedback,Resolved,2023-09-02,34,Mobile App,0
147,9099,2022-11-11,203.23,Books,7815.0,2022-06-21,Complaint,Unresolved,2023-09-02,34,Mobile App,0
147,9099,2022-11-11,203.23,Books,4454.0,2022-11-19,Feedback,Resolved,2023-09-02,34,Mobile App,0
147,7087,2022-11-27,346.68,Groceries,7815.0,2022-06-21,Complaint,Unresolved,2023-09-02,34,Mobile App,0
147,7087,2022-11-27,346.68,Groceries,4454.0,2022-11-19,Feedback,Resolved,2023-09-02,34,Mobile App,0
147,2891,2022-03-17,439.53,Groceries,7815.0,2022-06-21,Complaint,Unresolved,2023-09-02,34,Mobile App,0
147,2891,2022-03-17,439.53,Groceries,4454.0,2022-11-19,Feedback,Resolved,2023-09-02,34,Mobile App,0
147,3538,2022-05-26,78.65,Clothing,7815.0,2022-06-21,Complaint,Unresolved,2023-09-02,34,Mobile App,0
147,3538,2022-05-26,78.65,Clothing,4454.0,2022-11-19,Feedback,Resolved,2023-09-02,34,Mobile App,0
148,8078,2022-12-03,13.04,Groceries,5013.0,2022-03-21,Inquiry,Unresolved,2023-03-09,29,Website,0
148,8078,2022-12-03,13.04,Groceries,5034.0,2022-06-12,Complaint,Resolved,2023-03-09,29,Website,0
149,1795,2022-04-28,444.84,Books,8121.0,2022-03-15,Complaint,Resolved,2023-02-17,6,Online Banking,0
150,1642,2022-10-14,398.49,Furniture,,,,,2023-06-29,38,Mobile App,0
150,2904,2022-08-05,174.35,Clothing,,,,,2023-06-29,38,Mobile App,0
150,6669,2022-10-03,19.9,Clothing,,,,,2023-06-29,38,Mobile App,0
150,4900,2022-02-03,290.43,Books,,,,,2023-06-29,38,Mobile App,0
150,4498,2022-04-08,129.94,Groceries,,,,,2023-06-29,38,Mobile App,0
150,6085,2022-04-21,87.74,Electronics,,,,,2023-06-29,38,Mobile App,0
150,7460,2022-12-13,32.37,Electronics,,,,,2023-06-29,38,Mobile App,0
150,2246,2022-04-15,60.04,Books,,,,,2023-06-29,38,Mobile App,0
151,2168,2022-12-20,334.2,Furniture,6378.0,2022-10-21,Feedback,Unresolved,2023-06-02,36,Mobile App,0
151,2168,2022-12-20,334.2,Furniture,5962.0,2022-11-21,Inquiry,Resolved,2023-06-02,36,Mobile App,0
152,3638,2022-08-12,22.57,Electronics,,,,,2023-09-30,48,Mobile App,0
152,1559,2022-04-21,177.93,Furniture,,,,,2023-09-30,48,Mobile App,0
152,5427,2022-03-15,64.75,Furniture,,,,,2023-09-30,48,Mobile App,0
152,6908,2022-12-13,104.43,Groceries,,,,,2023-09-30,48,Mobile App,0
152,6940,2022-07-17,336.59,Furniture,,,,,2023-09-30,48,Mobile App,0
152,4209,2022-01-27,395.38,Groceries,,,,,2023-09-30,48,Mobile App,0
152,6279,2022-10-25,347.15,Electronics,,,,,2023-09-30,48,Mobile App,0
153,5571,2022-06-09,185.34,Groceries,8112.0,2022-08-04,Complaint,Unresolved,2023-01-26,42,Online Banking,0
153,1151,2022-10-10,385.58,Groceries,8112.0,2022-08-04,Complaint,Unresolved,2023-01-26,42,Online Banking,0
153,7223,2022-07-14,246.37,Clothing,8112.0,2022-08-04,Complaint,Unresolved,2023-01-26,42,Online Banking,0
153,5051,2022-03-06,485.08,Books,8112.0,2022-08-04,Complaint,Unresolved,2023-01-26,42,Online Banking,0
153,5559,2022-08-15,432.79,Furniture,8112.0,2022-08-04,Complaint,Unresolved,2023-01-26,42,Online Banking,0
154,1392,2022-07-25,373.09,Books,,,,,2023-04-19,26,Mobile App,0
154,7380,2022-08-08,243.07,Books,,,,,2023-04-19,26,Mobile App,0
154,7638,2022-07-15,73.02,Electronics,,,,,2023-04-19,26,Mobile App,0
154,1803,2022-06-06,445.69,Clothing,,,,,2023-04-19,26,Mobile App,0
154,3117,2022-08-14,258.55,Electronics,,,,,2023-04-19,26,Mobile App,0
154,1469,2022-01-14,118.45,Books,,,,,2023-04-19,26,Mobile App,0
154,1349,2022-07-23,241.68,Books,,,,,2023-04-19,26,Mobile App,0
155,1685,2022-08-24,348.91,Electronics,7261.0,2022-09-17,Complaint,Resolved,2023-04-08,18,Website,0
155,1685,2022-08-24,348.91,Electronics,9291.0,2022-11-24,Complaint,Resolved,2023-04-08,18,Website,0
155,2502,2022-05-04,35.38,Clothing,7261.0,2022-09-17,Complaint,Resolved,2023-04-08,18,Website,0
155,2502,2022-05-04,35.38,Clothing,9291.0,2022-11-24,Complaint,Resolved,2023-04-08,18,Website,0
155,2356,2022-06-07,388.8,Groceries,7261.0,2022-09-17,Complaint,Resolved,2023-04-08,18,Website,0
155,2356,2022-06-07,388.8,Groceries,9291.0,2022-11-24,Complaint,Resolved,2023-04-08,18,Website,0
155,1543,2022-06-10,29.66,Books,7261.0,2022-09-17,Complaint,Resolved,2023-04-08,18,Website,0
155,1543,2022-06-10,29.66,Books,9291.0,2022-11-24,Complaint,Resolved,2023-04-08,18,Website,0
155,8897,2022-10-11,38.65,Groceries,7261.0,2022-09-17,Complaint,Resolved,2023-04-08,18,Website,0
155,8897,2022-10-11,38.65,Groceries,9291.0,2022-11-24,Complaint,Resolved,2023-04-08,18,Website,0
155,1999,2022-09-26,430.59,Electronics,7261.0,2022-09-17,Complaint,Resolved,2023-04-08,18,Website,0
155,1999,2022-09-26,430.59,Electronics,9291.0,2022-11-24,Complaint,Resolved,2023-04-08,18,Website,0
155,3577,2022-02-25,177.59,Clothing,7261.0,2022-09-17,Complaint,Resolved,2023-04-08,18,Website,0
155,3577,2022-02-25,177.59,Clothing,9291.0,2022-11-24,Complaint,Resolved,2023-04-08,18,Website,0
155,2154,2022-10-19,433.5,Clothing,7261.0,2022-09-17,Complaint,Resolved,2023-04-08,18,Website,0
155,2154,2022-10-19,433.5,Clothing,9291.0,2022-11-24,Complaint,Resolved,2023-04-08,18,Website,0
156,2410,2022-03-14,108.73,Books,,,,,2023-06-30,11,Mobile App,0
156,4562,2022-01-14,213.27,Electronics,,,,,2023-06-30,11,Mobile App,0
156,8093,2022-05-20,44.73,Books,,,,,2023-06-30,11,Mobile App,0
156,6384,2022-02-10,49.77,Furniture,,,,,2023-06-30,11,Mobile App,0
156,4119,2022-01-24,91.31,Groceries,,,,,2023-06-30,11,Mobile App,0
156,3878,2022-06-25,154.69,Groceries,,,,,2023-06-30,11,Mobile App,0
156,2321,2022-01-21,40.42,Books,,,,,2023-06-30,11,Mobile App,0
157,9638,2022-11-08,496.79,Groceries,,,,,2023-06-13,27,Mobile App,0
157,3317,2022-01-26,127.19,Books,,,,,2023-06-13,27,Mobile App,0
157,7519,2022-04-20,434.22,Clothing,,,,,2023-06-13,27,Mobile App,0
157,4036,2022-11-09,493.54,Groceries,,,,,2023-06-13,27,Mobile App,0
157,8328,2022-04-30,325.98,Groceries,,,,,2023-06-13,27,Mobile App,0
157,6512,2022-10-29,377.72,Clothing,,,,,2023-06-13,27,Mobile App,0
157,6553,2022-03-29,157.24,Furniture,,,,,2023-06-13,27,Mobile App,0
158,7760,2022-03-04,408.06,Electronics,,,,,2023-10-03,30,Online Banking,0
158,9615,2022-09-18,8.89,Books,,,,,2023-10-03,30,Online Banking,0
158,9057,2022-02-23,29.7,Groceries,,,,,2023-10-03,30,Online Banking,0
158,1484,2022-02-04,194.97,Furniture,,,,,2023-10-03,30,Online Banking,0
158,6267,2022-04-28,258.83,Clothing,,,,,2023-10-03,30,Online Banking,0
158,5060,2022-05-20,191.97,Books,,,,,2023-10-03,30,Online Banking,0
158,8570,2022-10-21,378.87,Furniture,,,,,2023-10-03,30,Online Banking,0
159,6335,2022-03-30,25.75,Electronics,7740.0,2022-04-02,Complaint,Unresolved,2023-05-11,18,Website,0
159,6335,2022-03-30,25.75,Electronics,6253.0,2022-04-12,Inquiry,Unresolved,2023-05-11,18,Website,0
160,3844,2022-01-22,169.4,Electronics,8843.0,2022-02-18,Inquiry,Unresolved,2023-05-02,43,Online Banking,1
160,3844,2022-01-22,169.4,Electronics,5590.0,2022-07-19,Complaint,Resolved,2023-05-02,43,Online Banking,1
160,7233,2022-12-13,326.0,Books,8843.0,2022-02-18,Inquiry,Unresolved,2023-05-02,43,Online Banking,1
160,7233,2022-12-13,326.0,Books,5590.0,2022-07-19,Complaint,Resolved,2023-05-02,43,Online Banking,1
160,1609,2022-01-22,398.92,Groceries,8843.0,2022-02-18,Inquiry,Unresolved,2023-05-02,43,Online Banking,1
160,1609,2022-01-22,398.92,Groceries,5590.0,2022-07-19,Complaint,Resolved,2023-05-02,43,Online Banking,1
160,2762,2022-04-04,271.46,Furniture,8843.0,2022-02-18,Inquiry,Unresolved,2023-05-02,43,Online Banking,1
160,2762,2022-04-04,271.46,Furniture,5590.0,2022-07-19,Complaint,Resolved,2023-05-02,43,Online Banking,1
160,2314,2022-11-18,50.47,Electronics,8843.0,2022-02-18,Inquiry,Unresolved,2023-05-02,43,Online Banking,1
160,2314,2022-11-18,50.47,Electronics,5590.0,2022-07-19,Complaint,Resolved,2023-05-02,43,Online Banking,1
160,9515,2022-07-09,217.0,Furniture,8843.0,2022-02-18,Inquiry,Unresolved,2023-05-02,43,Online Banking,1
160,9515,2022-07-09,217.0,Furniture,5590.0,2022-07-19,Complaint,Resolved,2023-05-02,43,Online Banking,1
160,2395,2022-04-14,196.98,Groceries,8843.0,2022-02-18,Inquiry,Unresolved,2023-05-02,43,Online Banking,1
160,2395,2022-04-14,196.98,Groceries,5590.0,2022-07-19,Complaint,Resolved,2023-05-02,43,Online Banking,1
160,4643,2022-06-06,422.9,Books,8843.0,2022-02-18,Inquiry,Unresolved,2023-05-02,43,Online Banking,1
160,4643,2022-06-06,422.9,Books,5590.0,2022-07-19,Complaint,Resolved,2023-05-02,43,Online Banking,1
161,5237,2022-03-30,349.33,Furniture,2424.0,2022-06-26,Complaint,Unresolved,2023-07-24,4,Mobile App,0
161,7539,2022-08-15,263.08,Clothing,2424.0,2022-06-26,Complaint,Unresolved,2023-07-24,4,Mobile App,0
161,9662,2022-09-01,226.07,Electronics,2424.0,2022-06-26,Complaint,Unresolved,2023-07-24,4,Mobile App,0
161,2148,2022-05-25,378.98,Groceries,2424.0,2022-06-26,Complaint,Unresolved,2023-07-24,4,Mobile App,0
161,9475,2022-08-02,367.1,Electronics,2424.0,2022-06-26,Complaint,Unresolved,2023-07-24,4,Mobile App,0
161,9935,2022-07-03,399.28,Electronics,2424.0,2022-06-26,Complaint,Unresolved,2023-07-24,4,Mobile App,0
162,1824,2022-06-20,82.91,Furniture,4723.0,2022-08-03,Feedback,Unresolved,2023-06-11,6,Mobile App,0
162,1824,2022-06-20,82.91,Furniture,5523.0,2022-11-27,Complaint,Resolved,2023-06-11,6,Mobile App,0
162,2755,2022-08-16,290.67,Books,4723.0,2022-08-03,Feedback,Unresolved,2023-06-11,6,Mobile App,0
